section_type,valid,d,b,t_f,t_w,r,n_r,A,ksx,ksy,Ixx,Iyy,Ixy,elastic_modulus,poissons_ratio,yield_strength,n,mxx,myy,vx,vy,mzz,utilization,failure
i_section,True,129.45824110147922,61.6066238627571,10.2288976224857,25.682621777587876,6.2943025291478545,8,4094.803456337609,0.5445432301324027,0.7160286211770804,7360547.9533303855,559687.7421798864,-1.7482767710342082e-09,279292.87747222825,0.2880279800375487,638.6594210435293,-573991.1885681768,-19788659.20087355,-1373891.2506138952,27659.450727568183,558866.1158603588,-1846113.3226351663,0.8513789508022396,0
i_section,True,259.25778455880834,71.65735453702014,23.46059317690209,21.652585491846597,17.32202451963567,8,8225.342985632038,0.3864244710887716,0.6328727530902224,66941225.78676446,1679207.200490011,-7.442325692691553e-08,314921.7189327778,0.3232436346774553,605.4218892067913,-2060144.2833574093,-41333514.61897651,9381187.457949826,-367791.38570834976,-535291.8743639451,-3081062.23269622,0.8765963283950576,0
i_section,True,292.09563166772784,213.35807625793956,21.91520245532451,8.18196717635196,15.988782163721387,8,11609.036309812866,0.697914133286693,0.2024823889858217,184753735.38362512,35501936.47417654,0.0,282666.3845474735,0.2809240328686219,781.2307681931992,2070037.661536783,-25518827.899939626,32850470.08161001,-686713.5796776495,757932.6325787916,4579291.753490531,0.8685118183766818,0
i_section,True,158.13428776123683,298.8937198265709,22.55347097805599,18.17088996927173,15.983997221635615,8,15762.02128606879,0.7489650964370026,0.1489925012166968,65349992.68834007,100467246.24873988,-2.0620675298956293e-06,265207.12443771417,0.1680695894703313,413.2230974758599,-1266179.1218806677,-26595373.9161501,-1858844.2375254175,650383.3523138276,-309044.1647048896,6306635.017719459,1.040548129651667,1
i_section,True,235.9732903815151,150.40466012733793,25.146076431939868,21.51267097176552,15.04157858673888,8,11758.83550905244,0.5957006191416193,0.3990123245841289,97530702.1387513,14455445.480872788,-5.246142553467044e-07,275500.0431783595,0.323734047075522,569.0717856919695,599595.2015134102,72529114.58501765,-8896101.832647774,412532.58903168037,821648.1595229888,4631151.640365269,0.8743583522681863,0
i_section,True,221.03671090906556,192.3453364595526,21.93575178989665,19.65401613945864,12.860223167380328,8,12066.804516694,0.6274640450598137,0.3229722011762964,94148273.44626968,26153134.83639693,9.655866692780538e-07,283182.7620450091,0.2918619290151562,620.0135539734252,-2822669.4839502973,-325157259.00478137,22362300.47267525,684041.9639690785,-201964.05520638413,-682848.5567352816,1.1255391254660347,1
i_section,True,378.27742447921264,129.81019800461388,18.490240326248905,22.701960643128267,12.875596042129615,8,12695.22087735183,0.3762380089405357,0.6270010580463786,234824543.34241307,7104488.912763587,2.3868817607661405e-07,261847.90980152605,0.310013481203911,813.1748765872802,-3892996.824008066,-402672972.1198616,27183695.276453562,-538901.6935589289,378741.9345461777,2177637.810770824,1.0813875968228666,1
i_section,True,219.28679524404913,67.86978863064093,11.458973500569437,11.774533012455077,16.0371539676887,8,4095.1257509544566,0.4106905111551006,0.5996556750531101,26278299.27504297,646668.2366519963,-3.1732622110021734e-08,246197.74479754295,0.2841721146603422,582.4264282925484,-967566.9633625054,26518122.294131417,-6338243.176318971,-123730.06908640759,-191489.0404565539,-817059.6406512952,1.167382120426005,1
i_section,True,217.59257251798917,148.95137433285663,10.066566334486977,28.747536456885182,12.049437189271863,8,8803.77988405279,0.4051314816615181,0.6236387265621368,51941410.94138356,5973773.765056927,4.821445137427677e-07,283563.8405147171,0.2845701377849818,591.1019899501721,-3561239.878018551,715300.5438997811,1884021.4121506615,174246.01315787504,239494.8533087001,3595189.424694904,0.8105934244707395,0
i_section,True,102.86431718451826,160.21048647165574,8.041469588727022,29.43773810174045,14.0936497772139,8,5307.033176724928,0.5725596898161636,0.4166651586212555,7694120.103105632,5753598.815718375,-3.5701519008776563e-09,273535.28004226653,0.2775014707335624,566.445499114436,1424149.759670285,44979170.0532631,-2528881.9948898903,-18542.14957956136,166056.47662080644,-1145777.803121987,1.0667121000286177,1
i_section,True,289.9577513859557,218.45592199516537,12.21013931650884,25.300482430975087,17.9466309555257,8,12337.928437075569,0.4373322003758096,0.5281751146109037,147149371.05253333,21657472.73555792,-3.6354138495202753e-07,279369.8439956212,0.3182098291920943,598.2293154592942,-2647784.675246262,-9966916.39233886,31173591.911563292,967394.582445714,-586029.4836813168,-169445.079501115,1.0457851743511712,1
i_section,True,226.88339058186,258.9468063159178,8.827111090880795,10.041018460494572,17.367733962336644,8,6939.2397835535385,0.6004335576964631,0.2951336721978157,64743009.53283516,25586747.194786787,-8.135782391384157e-08,288079.2390025138,0.2717237526895187,600.0153770216716,170851.88365071188,-137461230.23902592,-15869208.784890138,-115749.47871054933,635114.6954553243,1557375.3258004875,1.1198606396244597,1
i_section,True,121.07573098502648,267.12029945436814,12.672514305685956,11.205517540845474,11.187566488049717,8,7953.615070070228,0.7395645238843988,0.132562703602234,21027283.52685121,40275244.554206714,-9.629116474563812e-08,202835.328159064,0.3201718971702673,607.4641711437234,853186.9439255904,89705615.16319025,6193695.667873323,-60666.72326192887,-328956.0262076026,-1348592.9174604337,1.0775133091593074,1
i_section,True,331.1612555804469,153.82848466164887,12.0924040678235,14.419978344839109,9.88058822647676,8,8233.27653105979,0.4146482964748487,0.5401345092198329,131469280.22822589,7420955.582208161,-1.451597674271448e-07,134550.02268312857,0.3160936305911788,658.7497706754679,-590803.1693377992,170869581.93815342,-7734065.081494416,-436061.92269777297,-277315.1971781975,4578886.637416048,1.0686104592185675,1
i_section,True,281.17520475654004,163.77781493016613,16.333491032947236,19.36169230504067,9.393059141693186,8,10239.723988845966,0.4798167533655836,0.484418520695724,119861142.68679662,12120419.35147934,6.51371282561289e-07,191902.8415076596,0.3334917347969482,638.8668311214343,650091.7915108473,255465317.7299633,51471092.16801837,-541731.0745733592,-1489012.9701512412,1113338.002310971,1.112771095651426,1
i_section,True,188.1964927788364,99.7564045132444,26.193677771900603,17.108967673550154,14.340485055506232,8,7731.467916713046,0.61899184870287,0.3971521031872791,38920567.77848149,4417277.726809886,-2.9486654827603196e-07,125851.42403220656,0.3405402931888188,505.3494019940405,-478126.24277764035,-18176134.85604043,3863924.1266194927,-13776.068485746964,540433.4313964784,3156038.2408774,0.9348238302405513,0
i_section,True,211.86274160951228,157.9088021223799,19.37698736757296,26.40558945140613,9.32231963572826,8,10767.518780927136,0.5429285365328689,0.4552961888787804,68838641.30310309,13000006.551875066,-1.638630194321103e-07,131111.7973686622,0.3446597549341097,454.2737924877091,-281642.2616029835,-74400646.93721777,-4052056.6391719203,-425812.5687134518,236616.02988858867,4441724.776373388,0.8731340734714141,0
i_section,True,184.34726692518328,121.55055045631109,14.074013796813995,10.015806965719564,12.3892050699171,8,5121.6654687605715,0.6074470859287183,0.343248851039425,28806871.213671394,4234655.684874992,-5.930289297319607e-08,181141.03648965812,0.3152867611685649,738.8380784567765,583699.8115504379,118582981.67965011,24071081.47932728,-382798.9153860347,347464.3545583701,-2654974.3348235404,1.1785939189861838,1
i_section,True,147.28416102451328,103.0011916937896,21.89219335477762,17.43499687893611,12.106908348566492,8,6444.040140977361,0.6524926300997074,0.3705744483961997,19830218.960565865,4050661.8929672074,-4.295707635033198e-08,159134.1422831065,0.3430130389765456,761.5577223039546,-647674.0445423994,-123323668.31948163,-26535551.8961495,-444794.3850584808,-54928.67066779088,2078475.6442928412,1.176424107451072,1
i_section,True,312.9622808569121,117.3675358123256,22.29839061188749,14.773149863162626,11.15353996354074,8,9308.876889115078,0.4924191355531934,0.4699199876900983,136472788.77859214,6091960.895482547,2.555369071309592e-08,152864.41570642084,0.3511156038006501,712.5964120498602,-2815220.3651807597,-131104401.79432788,-19408809.371437326,213258.1949995344,4745.2502662171355,-4469140.311463062,0.9018217658505366,0
i_section,True,394.6934536779888,218.55901849712052,12.62311450159805,18.8110116339073,8.099773479036756,8,12525.509447977884,0.3974562885633388,0.5402502381379573,282430822.9391625,22176925.283788607,5.803801888434157e-07,107688.03139981448,0.3559267967553264,482.42399261282054,3141802.680115973,-110504830.64885879,20590412.96421887,112123.89718024786,444403.47840935685,-4719283.827004418,0.9425503756378939,0
i_section,True,212.81612590076713,193.8041790693069,18.18558063717965,20.500652025013707,14.040579859097775,8,10840.529123944763,0.5979730818308625,0.356331273187488,77595809.84801467,22222543.701730933,3.132237498571363e-07,137182.28588859682,0.3334577679588533,611.0040629595286,3674827.534086613,-66142384.57841312,-22473731.15338398,584333.3251406464,343951.078984334,8581652.941546204,1.1020095741977338,1
i_section,True,340.50164609002366,219.8780438252981,13.764232627143617,28.29239233789556,14.65467363676903,8,15097.66429392668,0.4011519873818911,0.5697913826480172,238380227.3914924,25036570.928926643,3.3124608313482386e-07,117925.92271680017,0.3457864034982423,476.4101353498483,578598.3940318404,-228864618.9156059,28494943.96911357,510106.7070938461,342086.06290736486,-4430109.199702646,0.8199587220024915,0
i_section,True,118.0370642556821,99.14878353837744,19.965045673528536,24.17009909438592,12.14347229018605,8,5977.335609302872,0.6764427003802099,0.4257761405094173,10783394.328942828,3364646.671473301,1.2174033096092612e-08,160433.68574600614,0.3482551582615476,897.3170121294119,362726.9216842027,-34528660.94938485,42083557.92139778,1021007.8186834336,406802.99456699844,-603691.651439057,1.0428115122763526,1
i_section,True,304.516245404774,223.80779160793097,29.729301093732342,9.503630628108514,14.813628240359106,8,15830.379027644743,0.7184217269705605,0.1793144883670887,266594716.52280843,55578736.19909329,1.3863111049368784e-06,163428.3236952905,0.30467979820261,627.426375483863,3986178.2734535695,-359567019.7450874,-4605645.984750599,-864191.0159719742,662114.7144040721,6076890.046600693,1.0290408851342405,1
i_section,True,112.5179299142902,280.4179908615341,21.934174507582565,20.93746506574773,8.118211003821925,8,13797.129414526536,0.7709936938587707,0.116322140618371,26354010.98368253,80671263.47172958,1.78610399866327e-07,142156.47587711847,0.3386207575074855,651.8688029983991,-1727903.8589327268,-16259184.758929789,6194571.389956124,257318.62546646778,433903.6506048772,-313212.2122633748,0.8470504740916165,0
i_section,True,327.16321304222544,110.20070491891542,12.329187954358844,12.861545024520773,6.260218070109472,8,6642.7219468054545,0.3628642137759366,0.5924976357232099,97818962.69657443,2805846.300272744,-4.390736834888045e-07,213517.69310125473,0.480264822503415,721.3357762647925,535252.8189864095,-90562172.83392201,-27267828.3345905,71723.76767374917,-838360.8550894401,3987219.047366186,1.084359313308516,1
i_section,True,295.4389089817566,158.3450193307388,17.344844804229396,18.052254785680777,13.220557940779788,8,10354.682780037734,0.4914195152460326,0.4781629001535427,135517866.8153178,11628345.25313547,3.7384727322864827e-07,156731.78379493902,0.3770822721785264,768.6339123774717,-308220.871761757,-134170871.80319668,3951663.9878633497,701939.9896958653,-497311.5038848126,6859615.142118676,0.8907713622599188,0
i_section,True,153.41795789163706,83.08603759841426,25.27889534296095,8.054357916697425,10.835745595341244,8,5132.995532503925,0.6966587521120788,0.2447210408907542,18446898.728332136,2425838.3552370835,4.4161973704768486e-08,243245.1858201276,0.3500573551348111,563.8472131396325,-233094.3429989116,88195223.4443754,15291116.20161751,178773.7670329507,86403.18151105758,-2040955.8092494013,1.1954310736460225,1
i_section,True,332.3920549857992,270.8616518365828,8.356843646188576,23.762855864224676,17.400400976642487,8,12296.38271307268,0.3666658907520164,0.5576191980007768,187501929.92371857,28101174.113467015,2.097679236335303e-06,197390.7606214272,0.4280414242852036,686.5115383582804,-98232.02294916882,-293127041.6950644,-24888452.54930005,-504574.2660648211,1393035.299516705,7023366.76510043,1.0164033685657443,1
i_section,True,384.35356888697,239.05860513686935,11.2139713499701,21.37499107562757,7.091623127050711,8,13142.24262857654,0.3719502295741368,0.5582137774345408,272562007.9420972,25835510.34149447,-9.135026645375994e-07,196701.67036781987,0.443106240694235,741.3176378647887,128362.60137579641,-369730628.5648015,-70831194.23841968,450569.30889139563,-363752.4379858523,-448521.1878261269,0.8068870898412143,0
i_section,True,208.63366523463023,252.96136397825865,12.087601496792669,19.844318679761873,7.369391062701144,8,9823.891428584557,0.5538487655462713,0.3379793970441631,69907355.20996039,32736735.02867536,-9.866478542844548e-07,213792.0830456555,0.3837889750471127,626.4320792425242,2536859.4057474113,-233426372.79456386,-31088975.82023144,333753.3331693189,656982.4865932479,4094134.1980380323,1.186772233890209,1
i_section,True,311.39818432330105,203.9186800941336,20.71512776836365,8.490278899804736,9.90985883419985,8,10827.388945226568,0.6643861255476615,0.2342953989086673,194219677.94564775,29293467.154527757,-1.3668286403921357e-07,228631.43979068616,0.3555318291019297,729.1741704589211,-2350049.6276447843,369521294.16073567,-45159471.68403648,130314.52514659066,688854.1757302695,-326027.3506465515,0.93195726020978,0
i_section,True,349.89262034966225,161.1095569220426,17.987379998586906,23.289095756425695,17.933263117392713,8,13391.264203856868,0.4285442979884425,0.5655712514551402,226466603.2890428,12940851.618204976,-4.163535993646872e-07,225169.18346101217,0.4496208085681148,721.4427484753031,-4287348.392011518,234508966.9640706,34820629.67465315,-684856.1295715482,-1845923.0805850648,4170789.717637261,0.9953284637051933,0
i_section,True,246.08900131463412,283.7252017009748,14.351266980877345,10.882757699424484,16.564833665837206,8,10752.15450814218,0.6666257202122827,0.2277518073069123,121464441.87041377,54676633.48158283,-8.375224404073424e-07,177234.05706933065,0.3660635296505039,779.0515618842701,-2632809.11312616,122183583.40234774,37729451.8847929,-819920.3853647726,-579591.6336266419,6941702.279798199,1.1023931746490572,1
i_section,True,133.78712578075243,165.38722200754486,12.263121117292783,23.11089943130502,14.509616319167172,8,6767.700794685302,0.6033861646186975,0.374098212230305,18031122.005006883,9401011.87879046,-1.0922366949828828e-07,268228.26164487295,0.3357713959174271,464.1552975218557,1994524.046691739,26235159.807984237,9766748.485105218,7082.1121272735445,194831.96491208533,-1310838.128514789,1.0297769179016363,1
i_section,True,302.9730530141045,54.67627709945437,22.83935209449645,19.356458430298943,15.440798643960944,8,7688.779143186057,0.2005832983784308,0.6978371680640945,79886705.4130104,816289.7886309987,-1.1790305478983255e-07,265048.2640649517,0.3449108771831596,366.8924109947771,197556.9454675699,-72884548.4275906,6757478.3377039675,-99271.80840754438,542242.3026131183,-1579504.4038275245,1.0894294546441663,1
i_section,True,140.83519822053665,150.07474742938217,20.94195316366391,10.143683808781788,14.882502487024372,8,7485.400026969759,0.7433396093024706,0.1879561223834455,24054918.779407393,11821720.204244154,-5.604119347549268e-08,243961.16770744423,0.3807346865712674,312.4201435623799,-569488.605242065,-54023595.35193135,6349509.072704191,152846.19665501447,21882.498906184006,1155036.8921162474,0.8787601298308274,0
i_section,True,297.0510679612589,228.1072515192805,18.58658814285629,28.452252793287908,12.751933455381632,8,16017.446333659109,0.4982006950231362,0.4637379879305976,208560876.3094344,37309530.27240558,1.1687525389027655e-06,254010.14339503268,0.3530648647219346,630.0404105231611,-5488357.464206956,-276582757.0397681,38484696.64478907,-430118.9744048194,682418.4636230014,-9903162.63207453,1.043292996063277,1
i_section,True,280.4907235213773,96.8107184612072,10.396359953913835,25.712851703879583,17.111752283056404,8,8949.587270322132,0.3106074715137087,0.7320127003182794,78372247.89240013,2015606.458843807,3.362989211415943e-08,232308.20882445376,0.4954943787888728,400.2806043706312,-160899.16648984735,-125961226.30482253,-4607181.62967967,-192493.48571341892,-448023.4233662073,1241094.3034558669,0.8847218574865389,0
i_section,True,332.89038152149806,236.24119827374705,20.822386930933337,10.942617597636415,16.39605881279393,8,13263.037011866729,0.646847969889354,0.2637626871795991,267201122.900704,45810139.908834256,9.165019828959685e-08,255727.7609584875,0.3546434986034894,469.69955134749137,2246541.075101188,-130174260.32224727,-10605833.257104142,-117178.57920313989,742359.5994393947,2615584.398643205,1.0143757362870185,1
i_section,True,380.6419492339091,297.1658345637019,21.04433306304604,10.096556271545026,18.521078862333848,8,16229.017205659851,0.6685865313245707,0.2286389564221204,445714788.23069113,92099812.30560032,-1.5539502246704415e-06,261430.5101607464,0.3892239002257739,347.1472227950587,2716123.171804438,-266118808.95820692,26777658.547292385,-273370.92945876403,-55072.919896115265,-6771038.313958972,0.9948196388450953,0
i_section,True,122.03309522344097,59.39966669481052,14.254670668866144,15.756700890901543,7.73743184383214,8,3220.0366921385744,0.5269121898713856,0.5450794976623913,6128012.368954321,533446.6404060929,-1.2342760599566493e-08,336261.1298760645,0.4711557905224146,304.4858752591242,217583.00279280014,13920792.219157452,-1959470.0774328876,28982.491699028415,4212.120288056948,39566.874346665485,1.0354381927236067,1
i_section,True,385.7860455698147,149.88264736592464,22.53435581474406,17.437427162343507,11.790980248169442,8,12819.249845939434,0.4624813579319853,0.4941589850117086,284054413.1478165,12813021.9376653,-6.108655888711918e-07,268573.81229014444,0.4405527959414179,365.1264266787255,-910113.8231531107,-258658375.61017525,11641057.02286717,-41523.1902426337,-738731.3392653342,-3414678.3438564953,1.0000894912179263,1
i_section,True,345.1002173031882,200.38480574171572,13.974720400563278,27.209184161415912,10.4875838017593,8,14327.365546502737,0.3846466041193742,0.587679419253552,228316935.7973499,19298394.60276079,1.45833512531929e-06,278571.0862659603,0.3396744917459879,438.064921114091,2289366.5018020165,-216034972.68906087,6770219.5232262425,-44579.73622263842,-732383.2669928379,-3865312.1021514847,0.836623448063437,0
i_section,True,339.6767754421455,124.90283149358883,16.27250668492455,26.552103588466043,15.609679784735889,8,12435.52823251629,0.3565534205307829,0.6660569437659764,175336845.72418556,5826827.197498719,-8.53420659322437e-07,238012.7523058425,0.4559600273968851,348.105783717546,450037.4747230322,-94770922.3268183,14844431.802844409,76988.6749743499,-51227.259338160475,-3357968.129074228,0.8247942472784502,0
i_section,True,378.8317309323878,50.23852191437743,13.305731295196605,12.453185436456966,18.352100750004336,8,6021.153802703863,0.0803185477147215,0.7240241786086649,98834403.28120454,373880.7501040618,-2.7589164782239416e-08,424759.1433990771,0.4640023054878955,374.8635588343555,-1210752.196153244,26938152.37113286,-185360.20427569473,-9351.823933858017,302255.1626727262,2896218.932078978,1.0242923075913537,1
i_section,True,205.11510361871007,232.307108369931,13.815982794042142,25.174008603254705,15.554390748022437,8,11101.109239988356,0.5534758311931348,0.3854535657621588,72113708.32956602,29161652.145326447,0.0,258646.3031500633,0.4683727263786868,299.97525650098305,-1715228.8488858503,-20580378.947270993,7424083.963336019,-320635.31759765197,-309909.30711236695,1710980.8894956864,0.9657343434344915,0
i_section,True,233.37207498868017,76.06424961641993,12.652452135372362,8.274179728871012,10.731032271437352,8,3748.2621945007177,0.4383024789666009,0.495563180882458,30731163.92668667,942708.0552026504,-3.2762121515755167e-08,357692.0375673627,0.5688806105634833,374.0337829760607,508348.3072851109,-373345.50238878647,-6274319.499082371,-25683.267458331175,234505.510813488,-1292590.4576314993,1.1023024933653969,1
i_section,True,308.4965160454524,184.06836398783196,19.816750451365586,14.225550811415042,10.043038864493356,8,11209.232020370708,0.5651526085648806,0.3653029183023389,176827000.09925288,20670414.642304614,-7.831295802566339e-07,309255.9725820016,0.5210290585217278,315.44068055767025,178026.79237661135,-98443664.4194792,-8315217.832863475,-261476.50663348328,-499686.01841668267,1508572.0352537087,0.9640682434819359,0
i_section,True,348.4340467648106,258.80658473104677,22.15646072303315,14.96788489761152,10.533134728657789,8,16118.681372383564,0.6116207059997915,0.2989042107302052,342978038.3091019,64108997.14178454,-2.545227406366402e-06,263974.44814535335,0.455198892146279,329.33798682083744,739905.7847963091,142215230.89521372,5392593.706129755,432496.2124777015,773969.036583538,2437262.5552358115,1.1582009980272963,1
i_section,True,172.3109187538908,273.47808931431155,19.77163161693155,11.427871267016162,6.965555056075123,8,12374.392807600849,0.7410583454978931,0.135949603133705,65668279.5963567,67418717.98488267,4.841847996460163e-07,435654.9403331429,0.4749207634866672,385.04082665955406,-1099864.5706757219,-144844729.90768528,-6705961.511899228,-157237.39172021672,-310977.99143135274,1479915.5024591445,1.126674616208223,1
i_section,True,282.9553733864264,129.42285071770613,28.699304537901295,23.62988370964039,19.66481342774872,8,13100.692215845394,0.5258411273304231,0.4806771073756736,147183716.6948626,10713132.11808733,4.236812473542858e-07,368791.3991372445,0.4858351669815922,433.9969010583642,-1284305.207994232,35064086.51773663,31521580.188234005,725920.3932756877,-92756.21064652226,-8045917.751532231,1.0093365548407354,1
i_section,True,318.09706787756556,180.88690488022164,12.834690185612768,18.422708595055795,14.61584341860138,8,10219.55847776222,0.4321669410985963,0.5282016246703914,150485333.6809891,12844225.171203371,6.215560671106245e-07,402216.3296742545,0.5696061971506756,384.2241876984416,-1875230.9245932866,-68374622.8015129,-13362166.88366033,80246.07981045284,91748.40005500184,361285.80625893275,0.9105383538941415,0
i_section,True,126.6465811191826,257.92283798845773,23.61455653100213,22.45717855301685,17.430697368234686,8,14233.75894366229,0.7671412661337719,0.1571040379456448,34178315.64100099,67670264.02277371,-4.379243911001652e-07,374636.5887221716,0.4432877954801706,339.4305663808582,-425787.20822210785,-72236662.95646648,14293143.647081656,150195.09579845623,378797.1793430982,-262278.7041229996,1.0433445039274358,1
i_section,True,357.97630033618833,56.449862769090544,16.344538707515227,17.26341240192333,10.30407359091124,8,7554.794225846047,0.1283980436848294,0.7435848442676385,105813328.0333066,641172.0423099541,-1.5789445786050497e-07,346354.7786351993,0.4411056880176047,351.6309550986439,-571618.7031902409,-43095207.69493406,4330481.243393819,-107505.5926206616,141929.73079040635,-218316.940562636,0.9887036699047222,0
i_section,True,291.56110705701496,184.24508686921865,10.249442186963996,23.335881469708703,15.58927200146343,8,10317.300887239906,0.3802038802866228,0.5932282972785905,117231397.76355515,11022855.92132555,3.449828606715285e-07,384982.89376310754,0.6159409696785869,395.1046515937105,1410251.1608316456,132272025.33941634,-15044608.458330244,-111017.64308896684,548245.8896736042,-3815025.5767959547,1.0806165794572444,1
i_section,True,339.1314539091733,171.63507590194996,27.35537961141741,18.06392414372091,10.557087697727884,8,14626.641610796829,0.5543114314942045,0.3916267670993185,265342312.22380143,23205064.20977197,-1.3886389266955935e-06,348812.77680485253,0.4716951021966034,422.0172403256166,-2061692.1054925967,204810952.99540472,-19296551.00292775,752631.4225340927,-3894.2924551236542,-1090709.7009253688,0.8480982576339141,0
i_section,True,184.89293244541668,142.47780969888277,9.335692844359182,15.427262405963774,11.295387903714788,8,5337.47758634551,0.4831668226299656,0.4770934658028996,27153893.452979483,4563590.754883538,-1.4701790403470317e-07,358693.55740204407,0.4109256938919606,336.45151593084836,-29140.014307764875,13285110.809601864,-3326116.3371640914,-103145.83225381658,-167518.91063726073,-1252153.7883518473,0.8167854230309339,0
i_section,True,172.53602543089215,126.93823078976088,12.13903926927231,28.504994405568755,9.640610529499376,8,7390.134158249247,0.4788021645152046,0.5772546199142561,28026181.676123984,4446870.455212688,1.209359605245198e-07,371451.7568237454,0.3944915987568157,371.5727166153783,-742240.7319773166,57702078.15564557,632645.4700625354,-129168.20114852415,-91291.74713981764,-917054.4244779422,0.8082277976529669,0
i_section,True,324.8225375487798,56.34932909428285,14.806237582158522,12.517144103748052,13.3962506274858,8,5522.599089725287,0.2025438146967149,0.6859285531228813,70278632.98656744,504596.31955397915,9.314766475299552e-09,419361.02320529503,0.359014271550075,338.0650913589772,-426718.1355296364,26481542.224616565,4499208.138612446,82290.19022818735,-47754.15747301298,-86120.87812028559,1.1586776273463908,1
i_section,True,208.96399731400905,64.8064225992699,27.615111323008843,8.204186235813639,17.791567991758253,8,5120.578701179526,0.5281059760068629,0.344521465863429,33628042.635728255,1281708.3132089963,-2.6441157844201818e-08,443201.09085426305,0.3509569484689416,215.29538646970036,545258.7373542204,-21877792.8538931,-3288345.3669941355,32379.089068150173,-54136.232861176904,87528.30071870626,1.196464769774627,1
