section_type,valid,d,b,t_f,t_w,r,n_r,A,ksx,ksy,Ixx,Iyy,Ixy,elastic_modulus,poissons_ratio,yield_strength,n,mxx,myy,vx,vy,mzz,utilization
i_section,True,184.9642269424128,195.28264839230297,9.799412645624445,15.517912500896683,17.303602561264718,8,6658.330566197748,0.5559904320847973,0.3790756088258293,36881930.44921097,12253680.458634868,8.620990859284605e-08,50974.78145760001,0.3950320806432002,878.9652143999998,910750.5100689301,-119762960.55531682,-8779708.87779956,-195037.54495775895,616572.9866303726,3038589.0474455534,0.8776148715961478
i_section,True,253.67845159865013,279.8266202509983,29.41923938480563,21.281914097311276,12.125348792632533,8,20741.21344389878,0.6866949475006235,0.2286202149014828,222481503.8857633,107615945.34491087,-1.0731456043956044e-06,182000.0,0.546,325.0,2853309.502350044,-140583620.72966975,9046368.505062921,-261895.7404361882,129189.8184781694,6811898.32715087,0.8123295255137434
i_section,True,246.4797517715928,159.7178423874182,25.9869165110856,18.33104925146682,12.172523241981416,8,11997.73335716562,0.6151512646636805,0.3489480948802351,113773519.78251272,17765956.395912986,3.88902476541061e-07,36410.55818400001,0.3038708312640001,676.1270879999998,-4346903.607642235,-32980932.76006955,32573609.448511805,-397694.21958821255,-73789.52127918295,5502493.630595734,0.8102766298702346
i_section,True,398.39655095435984,284.37819849373557,15.679100702173246,10.573191625184132,17.95204360742052,8,13083.475320498748,0.6003753806214572,0.3070162961519425,379478864.1141231,60162469.080035046,7.647163731819816e-07,61297.236,0.2124970848000001,287.469,-915912.4653840804,41097131.42465602,-9197643.147855742,-252088.94862083622,551385.2326529571,-941857.6170181625,0.9675889903328031
i_section,True,292.56399142405894,121.88975363327836,20.797085255283577,28.370023318275106,10.45302071316008,8,12286.59093773857,0.4455259645555136,0.6145268485739729,132632136.06705122,6781477.828479485,-2.873663619761535e-07,35682.347020320005,0.1975160403216001,703.1721715199999,2318810.564745514,-128533547.95207694,-15775925.623152263,-718802.2147095302,406771.52592780534,2548230.0311067994,0.8106083638455405
i_section,True,263.27843549801923,225.28823807153444,26.0169478682748,24.60777577830239,16.285306201204435,8,17155.5171427404,0.6210027875096226,0.33883031631782,187406867.3390875,49906398.56943896,2.736822495010986e-07,49955.285828448,0.0987580201608,773.4893886719999,79945.7460131504,-489938940.9910198,38969028.50080472,-1199568.131918553,-2139401.7530660853,3860143.176825208,1.1576928324022429
i_section,True,268.5910302957012,115.86592733685283,21.792398176525715,20.1074447117733,7.383525853665646,8,9622.524340427412,0.4942414326315785,0.516046479427996,96778482.82826991,5808816.898993336,6.702422436761598e-07,34968.7000799136,0.115546883588136,232.04681660159997,-194748.17533517865,-92804880.56062216,-8887264.6988649,-36647.97027533475,382732.0644837704,-1476772.3455978604,1.096575610182511
i_section,True,391.9285080362175,196.20390992517483,28.630226964128248,10.272656686224696,6.543668819599908,8,14710.537766575191,0.6460088206847189,0.2619119027646721,404603141.3953172,36072930.22891937,1.3777201675565508e-06,52453.0501198704,0.0808828185116952,348.07022490239996,-2104375.960761614,-178652221.89152303,-19230708.1202462,446317.33927114453,-317884.0454170115,5031444.775380441,1.1484419569289348
i_section,True,269.1761420109301,213.72689598583793,21.795141172674477,29.17146908385235,13.878732399121796,8,16067.498223366254,0.5474933008274342,0.4299822163080218,172860312.63427156,35985406.592754185,5.306084429102932e-07,34968.7000799136,0.1283854262090401,464.09363320319994,-4691276.342744097,-49237122.824700356,-10612456.129995741,-161018.8801320419,485411.2425924659,5785964.437199741,0.8293824232127585
i_section,True,269.8246706640475,278.80536494782024,9.613818902933144,16.678520773524127,9.63285050518473,8,9622.449949699358,0.4966232706065966,0.3927826230077966,113902493.5385896,34831742.407705694,-2.8961084603290856e-07,47207.74510788336,0.0647062548093562,382.87724739264,620729.3582715592,-68840428.42809156,6631560.726748611,-276857.37359763915,389967.933025767,459387.4432854126,0.8606616186794184
i_section,True,137.68602702354755,137.45452226401136,27.453191514209912,27.457937210539715,8.175665079850553,8,9879.224053002608,0.708154218198469,0.327177247888717,24791328.35729992,12040122.874185706,-1.965216455223308e-07,23603.87255394168,0.0323531274046781,268.01407317484797,-618941.2857389931,73175783.51206966,7447359.036732698,-227360.039312071,-137262.3394558194,1077665.5278647146,1.1505619427947957
i_section,True,150.9788656756724,84.58560506707113,13.494346114752547,17.6006349149712,10.737289122979274,8,4567.157948866161,0.5366725294674215,0.5316786289051904,13980250.76071856,1430771.6882725833,-1.9393583439703698e-08,18883.098043153343,0.0104824132791157,123.82250180677975,136429.29296017755,7805038.570603836,-1793685.2654761875,7577.269645084672,-5352.846879675942,481006.7049630862,1.0101769268050604
i_section,True,123.2865699343704,219.62611221485184,16.5411986439153,26.886650675077085,17.302017627996868,8,9955.892078850884,0.7012737252086869,0.2488258236577364,22959490.02091076,29434780.40731584,-3.490845019146666e-07,18883.098043153343,0.0116471258656841,112.56591073343614,191978.62478790755,29654521.022504717,4278183.136210378,10012.53613096826,106190.95949403451,-328866.2381917613,1.0204142013512645
i_section,True,395.9372549457595,97.319640518142,9.71612456895515,8.181569393833868,6.764178616117919,8,5012.020312729428,0.3434494299738327,0.6139619693044963,108338698.79250252,1511135.062327244,-4.3096852088230444e-08,11329.858825892008,0.0132078407316857,95.34332639122042,14233.364385109224,-404720.54997377505,-1011609.5171779487,-5837.625941100895,-41404.76903433076,348000.44776624086,0.8949356703322627
i_section,True,387.088924413137,254.31150448299985,25.80614760469233,21.216229970772396,6.898613938217009,8,20285.2537355391,0.560692142961439,0.3684073073623576,496950084.93345374,71014100.41827242,2.6892435703055793e-06,18883.098043153343,0.0194118764428068,160.80844390490878,618135.9483086714,79445283.66196777,-2625976.358802874,199547.88217919457,249739.64541113938,-2220685.0853296635,0.9061179210759616
i_section,True,370.21772239230694,247.99432398419373,17.55026553173763,14.747392003227516,8.27071484448641,8,13707.355193153218,0.5489934646217325,0.3664074909503008,318797374.4534811,44707522.7047328,-7.240271150822713e-07,18883.098043153343,0.0146753785907619,86.67575126474583,-369873.5350106532,17679616.90858999,2507125.1474108724,49853.61742433096,-128149.74720240445,-612597.6078697008,0.9451861055267438
i_section,True,251.70322612851905,179.2415965939906,15.54174588630484,28.267989184493977,17.95612024136053,8,12093.180158568332,0.4870950562802391,0.5263154924755363,106313033.3743552,15429860.001171596,7.276091910999943e-07,8723.991295936847,0.0221891724292321,73.41436132123972,115671.47947386376,28940185.961602516,3664113.059592206,-50002.98734939876,-13813.425755477034,-1012738.807667275,0.8870359014055834
i_section,True,373.67985411313,130.60308001421714,17.095451359814106,26.284253345623917,19.288883093048348,8,13717.8157629065,0.3962033663486576,0.6620880680242811,236763347.28601235,6966793.103532506,4.925354524369193e-07,7930.901178124405,0.0158494088780229,66.74032847385429,-215623.2400877052,-23294110.96968285,-4113776.424056702,-24742.97017489092,89634.13941382548,346329.2418001259,1.0887207506822287
i_section,True,268.3629543466617,211.9928123822992,12.455014172543724,21.522982166205644,17.00735421590101,8,10776.48151417689,0.4781685072783324,0.4779569860334945,115963193.2223126,20036649.690331887,-9.994631745879044e-08,6106.793907155792,0.0366121345082329,143.89214818962984,628698.7438772181,-42638016.50378296,-3533965.013757425,-3177.6483627778794,2422.951224944327,52793.57032968649,0.878239051848446
i_section,True,307.66255834700394,60.771673571144504,8.44184721971218,13.922761234318944,12.730555245428947,8,5217.876891078003,0.3186217748897424,0.7507948868600264,54410011.83225287,395986.3676227161,2.5960082456828683e-08,4702.23130850996,0.0475957748607028,168.35381338186693,220381.14254817163,-15611697.401806178,-1420698.4051005119,-77460.58226107637,20842.84100259653,-319223.2100166712,1.1608496023462282
i_section,True,331.21609309219764,122.98318258063958,29.812131217160495,26.085460913150953,12.198537440281422,8,14549.027844649148,0.5042197598056094,0.5487111499307914,212956607.7490348,9677679.778537966,-3.1982821586812937e-07,6106.793907155792,0.0244080896721553,102.7801058497356,-812060.7682056747,-42283448.32019641,-4014807.226679976,-75554.24836485223,199422.86850437458,1068361.6600101348,1.1112020230997015
i_section,True,219.80242084120607,114.41849657168252,15.844969596064818,20.47942262813984,11.98720435288612,8,7605.476464584575,0.490882957118692,0.5421878131452,50205464.13775117,4112456.718948829,-2.498657936469761e-07,4274.755735009055,0.0366121345082329,129.50293337066685,-238988.1006080057,-29247375.328924865,-1508846.0460564548,17414.058553210783,98874.53175251433,293993.2259848226,0.8991323719800443
i_section,True,343.3624797120899,185.78106421851533,11.144156965134863,14.228840708848884,13.13130203906532,8,8861.810824446791,0.4336336044429533,0.512982986821909,157329749.44982702,12003319.687985532,-6.43455035254728e-07,5501.610630956654,0.0433121551232396,176.77150405096026,391903.583664424,-32829594.799329862,-4768521.701619196,127304.48219163524,-116887.67549001104,1037702.5334683429,0.9070143902471953
i_section,True,241.7439011900723,68.78651942682555,27.34308659833627,16.13564060337432,16.352504962472764,8,7016.542326717754,0.554582187654712,0.5300338841777832,54174662.18018328,1583958.877875495,4.2022925499916926e-09,7262.126032862783,0.0606370171725354,123.74005283567216,572668.8318627437,5008911.343667748,-1299347.62921358,27486.34751863655,-193039.5066204572,-169517.23888600673,1.153815037108482
i_section,True,191.2615759950848,227.57492582909683,13.332583990419556,12.650154099534776,11.546114674317383,8,8268.436276584223,0.6462399420289971,0.2551689106111078,53568803.87617774,26227857.623714864,-8.653360818942896e-08,4232.008177658964,0.0618745073189137,252.5307200728004,-573808.6827432384,82125925.19002932,-11650311.25430048,-77570.2951729966,-8450.920057276477,-881895.497152733,1.0556366121392018
i_section,True,287.9807417100827,269.19735309278747,9.08328717110251,21.399750294246022,17.765621409925654,8,10943.578349655148,0.4341798636820189,0.4836555780080759,134945703.30693045,29817107.366140272,-6.656431399186841e-07,6601.932757147984,0.0606370171725354,88.38575202548013,-13455.288289297063,-33421643.373147115,3720377.0938842697,101255.17474019864,45345.49451904841,-1096577.527213941,1.0802595107359922
i_section,True,154.3312761137825,62.3212318914053,28.5305579987201,29.579496865763858,8.138670078809351,8,6491.922611966165,0.6908455182354651,0.6336344599494954,16707800.212632624,1377136.4321161,4.466722523375525e-08,5124.1561287879795,0.0392927871278029,139.2075594401312,-113112.72568089598,14156880.50259893,-2148937.5817891504,-62396.9718850755,35313.56560200866,-264295.19394218316,0.9441607958571586
i_section,True,144.82839052967793,170.224458938596,12.61929112258156,15.881262581657904,10.934145887920645,8,6301.232774202651,0.6244623820533922,0.3088598724098623,21442066.495235365,10425975.598810827,-2.6469466805188292e-08,4611.740515909181,0.0235756722766817,83.52453566407873,151329.0164202314,-13352405.729354084,-1170413.3084053074,29479.644112148744,-27919.363459740187,143838.32718820608,0.9418795860977676
i_section,True,348.35782199465865,266.81077940703125,14.426126770189706,9.219564688639656,16.841880531985694,8,10894.740692749929,0.6217555800281355,0.2815775102895843,245900288.87784228,45709062.472474985,2.881572034280018e-07,5083.4882230039475,0.0727644206070425,123.74005283567216,190669.77201044845,60715278.345182754,1925385.8897274574,-170272.97663192393,-121592.09311723223,1028392.0549280283,1.1149968454232486
i_section,True,326.88616348701703,81.24233623330808,8.868374052515854,12.374078836692576,12.535491492894678,8,5405.43565211481,0.3123681064028418,0.6977941854264843,70111351.47063325,853564.8624005052,-2.545141038960413e-08,5995.262670681936,0.0117878361383408,100.22944279689447,54389.33408395026,-5898157.273127886,-1810098.2272281037,20020.685333139143,-8644.046166849123,306243.451375759,1.1020675388484205
i_section,True,307.2953741043598,242.4610526264157,20.551871851940305,24.072418599412615,10.809347352240753,8,16477.304237788423,0.5433442758076645,0.3974547383992092,244809653.92026207,49154794.62022164,-1.457938231629771e-06,5693.506809764422,0.0261951914185353,278.4151188802624,2259945.810242006,-192629430.5992642,17550990.66007068,-283263.5867785013,95642.25229688371,1843679.0849355818,1.0823651855817615
i_section,True,183.02212445807305,88.34492288574822,21.687920965131763,27.099730581105227,10.200454224119827,8,7708.465150055769,0.5749601957452902,0.5801437973387505,31655707.586135466,2747512.643292877,-4.164776245571584e-08,6594.78893775013,0.0058939180691704,100.22944279689447,456585.4431645138,-8923189.975237425,-1873113.7297988734,68901.87705341523,47068.449895152124,-352875.32137493417,1.1487913567288215
i_section,True,398.36578757163306,244.426014846945,24.959291693873855,14.436832619813543,7.029874278570798,8,17275.595816534926,0.6024644763085447,0.3107346710309248,478152134.3616374,60837636.07149997,1.234959443262865e-06,7116.883512205526,0.0436586523642255,185.61007925350827,1966090.037380713,-86347033.49755795,-17515209.018458225,14424.053766712164,-207978.68231856162,445372.6155500149,0.9965110689861454
i_section,True,137.45710344988893,154.52125736652533,20.19956833104075,29.017793030163855,11.193301446236568,8,9169.778313890189,0.6633583487797028,0.3584447537471672,24115713.81867487,12651362.463135833,-5.2886047562813774e-08,4616.352256425091,0.0053045262622534,150.3441641953417,-762578.6215013051,18519154.162376937,-6595960.381985448,-66696.0367480041,1268.828701679555,-1200486.825565296,1.172173234057026
i_section,True,320.4522641303846,151.3416745261411,9.783779042808298,25.308391454893457,17.127344930009478,8,10835.82011871075,0.3404201637690606,0.6817515936275486,134503530.7069954,6132782.296507028,-6.374657518732017e-07,5170.314527196101,0.0070019746661744,126.28909792408702,-326232.598918992,22890716.978680518,-4268433.784375681,-115526.17128579105,160145.92875147032,677310.7536808407,1.006032887541478
i_section,True,287.59489460569176,171.92318190258666,14.87627511895581,28.618537643207596,9.783443841736744,8,12578.904352445908,0.4184159771594511,0.5829936609654276,137446036.32620865,13126387.658134134,-9.807165413433871e-07,6721.408885354932,0.0098027645326442,176.80473709372183,135160.0409108312,-62161666.654439405,-7682167.163322892,155090.67890713766,-235913.00923341134,-1737382.9341087095,1.0229939550137768
i_section,True,263.03999019746016,127.4610156246305,23.661747955826023,29.60405951652561,19.1405614795688,8,12742.106983892289,0.5328284495634371,0.5624933569197252,114931997.23578943,8756149.377167234,3.63228348645699e-07,9409.972439496903,0.0049013822663221,176.80473709372183,859169.1071204115,13696499.076416884,-4873783.953239024,-27623.72240445149,346746.4018293778,1825635.55787232,0.8406918286403824
i_section,True,381.9540289656137,94.90372588544044,11.87853842197588,16.676582971978704,7.793222367952387,8,8281.868369937265,0.3015916697869835,0.7090601499686625,142781771.3378727,1836294.7045903937,2.4863845294199633e-07,2822.991731849071,0.0058816587195865,212.1656845124662,886135.9843495092,26910384.110618353,-210936.44854677905,-123457.26569857617,211139.1068537048,-699070.582048552,1.1907832404221557
i_section,True,331.3287077789689,117.19532379908271,27.466798079500485,21.573122999744264,19.31978070617904,8,12730.886662251594,0.5157719703445652,0.530331725392212,192888460.4057916,7680640.318557261,-1.21076116215233e-06,5645.983463698142,0.0039211058130577,265.20710564058277,83590.47648813154,118158138.85680063,-16335916.42740416,-274627.3876297499,-311316.8415664717,-3971312.249567822,1.0292219967863159
i_section,True,370.0332388142554,252.89353906509692,13.819282297831354,25.109106174941797,17.146310975735737,8,15846.938923346985,0.4256290005064103,0.5265553917249518,313109610.75399923,37776808.01644359,-1.359926937329497e-06,6462.893158995126,0.006365431514704,105.2409149367392,77014.36021332079,30443357.13716563,747723.8466484323,-146267.49407681776,196271.61898996582,-664465.2941216121,0.9591845578469624
i_section,True,184.88053813953755,129.50249302508,9.51555389534742,13.497849811833213,12.899699821121631,8,4850.403833840687,0.4998728030963733,0.4717625343896413,25040926.452296726,3493141.90874246,1.000959955483077e-07,1905.519418998123,0.0032349122957726,84.01761106693662,-107964.64493038083,10788742.715278253,-1411342.8765842607,19432.315574956112,51514.55415465807,-234461.88502000357,1.0844290741439726
i_section,True,301.4685555547809,83.83364172993191,12.886481496685224,21.988869993910388,6.6632563388565185,8,8262.155978140067,0.3614631487721683,0.7274564378173218,84142603.67764626,1515906.1247427068,6.48622051153034e-08,1411.4958659245356,0.0029408293597932,127.29941070747972,-450169.490642794,-28548437.173106715,-1388362.2556234587,55367.51916214602,121033.14224174555,-563476.3914844772,1.1313957042253593
i_section,True,372.4038443437451,122.5872743471891,9.328560418962562,19.37583122383897,10.281163759786155,8,9234.777983077414,0.2840184961005341,0.7156290964966674,149715312.47876862,3092506.704098501,1.585520569485194e-07,2117.2437988868032,0.0029408293597932,76.37964642448783,97154.7899918424,17522626.255925663,-2076728.4305791752,-45554.58622242952,-25470.28942575235,-344578.2577138517,1.0036850773271735
i_section,True,320.7230539851886,70.19685865651849,15.849550411779347,11.465693876748304,11.609683075489292,8,5658.2824638438005,0.4046255206727137,0.6143785646314878,77222171.24665533,959001.3800172352,1.334613273977436e-07,1371.973981678649,0.0024261842218294,70.57479329622676,190417.7378742463,-7199238.319436593,-218118.53301740956,-24498.45336445326,67624.21774397705,224787.71729073612,1.1331040964489314
i_section,True,393.2283359475161,139.20161157228455,8.577437458696263,28.45086836630167,19.59687253175609,8,13427.363329263546,0.302948435938892,0.7540838645934151,225904084.4977401,4701262.333410252,3.2030718575458464e-07,1524.4155351984984,0.0016174561478863,50.410566640161974,54984.974735086806,18576181.540001128,862846.7681799466,-50667.538168727355,31602.030358618293,-42413.01298089642,0.9771977911185509
i_section,True,104.13562722765884,169.21974462212367,22.403942199834397,19.537869800936335,8.370246665173283,8,8803.499947836723,0.760543898825035,0.1855740912985297,13367776.031427683,18139137.229453854,-2.965807275505413e-07,3086.9414587769597,0.0025474934329209,93.15872715101932,-115343.97768970804,-12278262.447231967,-62216.472799840325,23548.968534429885,-50488.96283879477,269885.96140098246,0.9579914089723244
i_section,True,215.8122131181309,149.2275197766556,29.49089780221089,17.035899376699764,15.6217176291057,8,11689.356445031171,0.6780543079940027,0.2997673568976288,83715166.4731103,16431719.20123102,1.6476707086141185e-08,1852.164875266176,0.0025474934329209,102.47459986612128,478013.69948620896,30882770.133109156,-215310.1922238238,-31115.162770682404,-20808.584651690773,-1332068.6232751384,0.8341968372024717
i_section,True,255.82591385323096,92.67265781383584,20.53055404488272,14.191551132278498,19.700170156764607,8,7196.439583495341,0.5448505836424338,0.487822183070233,68157309.40602021,2825533.605891137,-1.7163236548063734e-07,2667.117420383293,0.0015284960597525,51.23729993306063,201564.66820622628,-3987549.2522085304,-125340.01507515913,12185.227252986768,45150.24345599014,143467.19843182803,0.8441417038367308
i_section,True,374.6467845127981,269.7904131845532,29.02757533412113,16.277303727570647,10.765126775623049,8,20918.508143793253,0.6420123186088162,0.2711514992123164,514371501.0574611,95129098.36130624,1.0676906191819487e-06,2057.960972517973,0.0016983289552806,84.6897519554721,252540.99542352784,-44799440.921597846,-5213283.75404565,33403.90179311403,-191671.9928879247,-1438036.830278315,1.0088421483217795
i_section,True,284.22697392330315,228.59612606020428,20.826429779364908,24.553869673878925,19.074297628735792,8,15799.697410120289,0.5662327843292734,0.3984272883108929,199109973.77951685,41856417.92409515,7.139906403994513e-07,2222.597850319411,0.0030569921195051,102.47459986612128,722562.6263398188,-34178502.133139156,-3087278.685318359,-40291.57665525268,-234988.59207570145,198200.61245849286,0.9605640025319748
i_section,True,354.4560046597473,216.48467409812025,25.06569917599175,18.634842304369737,19.05954685467487,8,16845.104716557486,0.5832458452126085,0.3699188274389769,345736891.00808287,42613196.09284507,1.438442682123437e-06,3733.96438853661,0.0021398944836535,76.85594989959095,-4080.992716685944,69709619.49750568,-4004751.2993629505,151688.54145824374,98197.01228505743,917525.567849555,1.022866577091668
i_section,True,366.06350533402167,215.82823425198637,16.943698636451376,16.19690100555605,19.540972673580185,8,13031.905652290565,0.520267308315896,0.4293084125521365,281339767.2618377,28566690.488203753,3.269187913916902e-07,3360.567949682949,0.0019259050352882,69.17035490963185,430371.38248049334,-11705633.281421104,-2883385.5383537603,89378.63960320764,-129786.22597217433,391221.6320026734,1.0052191540308864
i_section,True,257.20823107664205,102.2558911550844,24.9283937825862,13.810790232935744,10.582495501931875,8,8060.915163936105,0.5741438494618958,0.4184436111700445,80307041.83103758,4496829.597603798,2.0180172308129025e-08,3024.511154714654,0.0015599830785834,58.10309812409076,-178205.6687347671,10088008.177310096,-2205403.6032580794,16565.174955479124,-13632.987345441106,-250143.13664212858,1.090141064767332
i_section,True,194.79542762525816,109.8782236892321,21.24322718479374,18.312089835755977,17.556638767561505,8,7730.129876636579,0.6050489244188275,0.4373579634136741,42143426.82278059,4825076.096628224,-1.6816810256774189e-07,5081.178739920619,0.0012011869705092,17.430929437227228,-38497.045615296374,-5013710.77025602,-52981.14346690729,9073.613308368393,8567.589743792243,-3100.631495191054,0.9850637177754702
i_section,True,259.8100598233129,280.46639276825533,18.263472398785854,25.620093492498757,8.116959490712436,8,16023.403671960832,0.5682586521961037,0.343992653243277,174183551.28545085,67479992.18022484,1.198702235102864e-06,3360.567949682949,0.0017333145317594,41.502212945779114,176643.2027426085,-11156438.92492633,-1744044.7260379996,-40558.410064587115,60361.06466864014,-180227.80563503096,0.8352322375856404
i_section,True,218.07577582985095,254.3684442436583,8.15281508900206,14.638419752471576,12.262614297657263,8,7234.268758943925,0.5216771974175615,0.3660478695937158,57018387.617723525,22430911.60483116,6.240003805853131e-07,3912.507629738877,0.001177163231099,36.60495181817717,80406.5023485603,8004028.145425525,583794.834295202,-22604.301569081767,-1343.614652221402,154928.31536044777,0.9128513848681833
i_section,True,207.7610518602407,199.52648401650336,15.02438443038686,24.54907383037908,7.036314521667516,8,10401.99874966524,0.5319740849340437,0.4100061615276378,67607621.18712468,20118177.671329957,-3.3153140220497685e-07,4234.315616600516,0.0010919881550084,34.861858874454455,107973.18705454818,7125240.774081931,714345.0826011078,33915.614227463106,48138.28956717192,-59531.7657046029,1.1389933823147307
i_section,True,198.7926932269295,225.4500183882603,21.38317799168947,16.84304720972339,15.504019348043132,8,12482.29579423208,0.6864258131050203,0.2402189917103135,82746298.07697608,40933101.03094666,2.1840013320485958e-07,5589.296613912681,0.0016816617587129,24.403301212118116,31294.328127938054,7369942.815447938,951368.9192357117,-23674.276343827496,-31056.916149306107,-276531.86798846436,1.1789154246117421
i_section,True,391.86345023173453,109.8272838881663,25.29632131319731,15.270238796693269,12.09783278069638,8,10897.222795878162,0.4747813278527483,0.5211814653888144,241181639.06986928,5701122.9286622135,-5.2000031715442755e-08,4695.009155686652,0.0015891703619837,19.76667398181567,13466.528235913032,7965007.406238076,-342280.78718164674,-12160.62016279486,-22851.770716466643,202830.4456792641,0.9105378065476285
i_section,True,257.3921403646975,165.48095192299954,23.266064557661,19.494024420931,8.43004114922174,8,11873.563452617193,0.5784029151167549,0.3842812176655357,121772669.9101427,17710673.177935965,-4.680002854389848e-07,7042.513733529978,0.0009535022171902,13.83667178727097,48220.404039453904,-601184.0269622962,-360302.98399174784,6571.611743044092,-18983.892870521733,62965.52467810702,0.8521921083690779
i_section,True,240.4062996563742,265.0426283234409,19.704557527025376,21.219648854811556,12.303358351278463,8,14844.10552294906,0.623683682500742,0.2940553641085258,143169300.23934764,61330114.85045409,1.2792007801998918e-06,3912.507629738877,0.0010594469079891,32.944456636359455,207536.97355194873,3586512.3045364297,-1178320.728736488,30827.79915272862,36223.395032704786,93416.01432612725,0.8259037388722468
i_section,True,162.77881428264783,124.01981349028442,18.66190574808665,16.064034289236368,12.689720553589904,8,6786.66908522059,0.6360164772759737,0.3552106967799543,27323734.30748941,5994234.486735804,8.253973288165517e-08,2218.391826061943,0.0024171281205772,7.471802765126323,-10145.040108371055,-890487.2738032875,166163.04786189573,-2379.7481353177627,4872.772172443491,-30499.1177149054,0.8925219124703584
i_section,True,186.60697551282436,248.07074233924644,25.729132916892365,26.816440238533293,18.45817911313393,8,16690.921022145165,0.6988745500210712,0.2531681169300214,90031837.31895368,65778193.868284665,-5.200003171544275e-07,3521.256866764989,0.0014302533257853,8.30200307236258,2911.9824710328176,-1540152.692732579,92677.34909918778,9389.841197596437,-10881.923556316206,-67595.05732366788,0.8538916633331635
i_section,True,253.01277929586135,232.00849034278897,10.027767565827354,26.281896769942577,11.711860610054734,8,10896.965867245335,0.4204572104829551,0.5121150877920025,97981442.04854462,21255393.200284105,2.5012040267168233e-08,2440.2310086681373,0.0012085640602886,7.471802765126323,-10616.227785800977,3722589.8447382054,-254718.17739887474,7263.326166662426,-1343.3398272984748,98141.08549037583,1.0183296966402868
